"releaseStage","operationId","summary","apiDocsUrl","method","path","pathParams","requestBodyParams","responseParams","tags","pythonOperation","oauthScopes"
"beta","getOrganizationSecureConnectRemoteAccessLog","List the latest 5000 events logged by remote access.","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-remote-access-log/","get","/organizations/{organizationId}/secureConnect/remoteAccessLog","organizationId, perPage, startingAfter, endingBefore, t0, t1, timespan, identityids, identitytypes, connectionevent, anyconnectversions, osversions","","anyconnectversion, connectionevent, connecttimestamp, data, deleted, failedreasons, id, identities, internalip, label, meta, osversion, reason, timestamp, total, type","secureConnect, monitor, remoteAccessLog","secureConnect.getOrganizationSecureConnectRemoteAccessLog",""
"beta","getOrganizationSecureConnectRemoteAccessLogsExports","Provides a list of remote access logs exports for an Organization","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-remote-access-logs-exports/","get","/organizations/{organizationId}/secureConnect/remoteAccessLogsExports","organizationId, perPage, startingAfter, endingBefore, status","","currentFileLogCount, data, duration, endedAt, fileCount, from, generatorCount, id, limitReached, logCount, meta, metadata, startedAt, status, to, total, userEmail","secureConnect, configure, remoteAccessLogsExports","secureConnect.getOrganizationSecureConnectRemoteAccessLogsExports",""
"beta","createOrganizationSecureConnectRemoteAccessLogsExport","Creates a export for a provided timestamp interval.","https://developer.cisco.com/meraki/api-v1/create-organization-secure-connect-remote-access-logs-export/","post","/organizations/{organizationId}/secureConnect/remoteAccessLogsExports","organizationId","from, to","currentFileLogCount, duration, endedAt, fileCount, from, generatorCount, id, limitReached, logCount, metadata, startedAt, status, to, userEmail","secureConnect, configure, remoteAccessLogsExports","secureConnect.createOrganizationSecureConnectRemoteAccessLogsExport",""
"beta","getOrganizationSecureConnectRemoteAccessLogsExportsDownload","Redirects to the download link of the completed export.","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-remote-access-logs-exports-download/","get","/organizations/{organizationId}/secureConnect/remoteAccessLogsExports/download","organizationId, id, fileType","","link","secureConnect, configure, remoteAccessLogsExports, download","secureConnect.getOrganizationSecureConnectRemoteAccessLogsExportsDownload",""
"beta","getOrganizationSecureConnectRemoteAccessLogsExport","Return the details of a specific remote access logs export","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-remote-access-logs-export/","get","/organizations/{organizationId}/secureConnect/remoteAccessLogsExports/{id}","organizationId, id","","currentFileLogCount, duration, endedAt, fileCount, from, generatorCount, id, limitReached, logCount, metadata, startedAt, status, to, userEmail","secureConnect, configure, remoteAccessLogsExports","secureConnect.getOrganizationSecureConnectRemoteAccessLogsExport",""
"beta","getOrganizationSecureConnectSites","List sites in this organization","https://developer.cisco.com/meraki/api-v1/get-organization-secure-connect-sites/","get","/organizations/{organizationId}/secureConnect/sites","organizationId, perPage, startingAfter, endingBefore, search, enrolledState","","address, data, defaultRoute, deviceType, enrolled, id, meta, name, region, total, type, vpnType","secureConnect, configure, sites","secureConnect.getOrganizationSecureConnectSites",""
"beta","createOrganizationSecureConnectSite","Enroll sites in this organization to Secure Connect","https://developer.cisco.com/meraki/api-v1/create-organization-secure-connect-site/","post","/organizations/{organizationId}/secureConnect/sites","organizationId","callback, enrollments, httpServer, id, payloadTemplate, regionId, regionName, regionType, sharedSecret, siteId, url","action, callback, id, message, regionId, request, siteId, status, url","secureConnect, configure, sites","secureConnect.createOrganizationSecureConnectSite",""
"beta","deleteOrganizationSecureConnectSites","Detach given sites from Secure Connect","https://developer.cisco.com/meraki/api-v1/delete-organization-secure-connect-sites/","delete","/organizations/{organizationId}/secureConnect/sites","organizationId","callback, httpServer, id, payloadTemplate, sharedSecret, sites, url","action, callback, id, message, request, siteId, status, url","secureConnect, configure, sites","secureConnect.deleteOrganizationSecureConnectSites",""
"beta","getOrganizationSensorAlerts","Return a list of sensor alert events","https://developer.cisco.com/meraki/api-v1/get-organization-sensor-alerts/","get","/organizations/{organizationId}/sensor/alerts","organizationId, perPage, startingAfter, endingBefore, t0, t1, timespan, sensorSerial, networkIds, triggerMetric","","ambient, apparentPower, celsius, co2, concentration, condition, current, direction, door, draw, duration, fahrenheit, frequency, humidity, id, indoorAirQuality, level, metric, model, name, noise, open, outageDetected, percentage, pm25, powerFactor, present, profile, quality, realPower, relativePercentage, score, sensor, serial, snapshotCamera, startTs, temperature, threshold, trigger, ts, tvoc, upstreamPower, url, voltage, water","sensor, monitor, alerts","sensor.getOrganizationSensorAlerts","sensor:telemetry:read"
"GA","getOrganizationSensorGatewaysConnectionsLatest","Returns latest sensor-gateway connectivity data.","https://developer.cisco.com/meraki/api-v1/get-organization-sensor-gateways-connections-latest/","get","/organizations/{organizationId}/sensor/gateways/connections/latest","organizationId, sensorSerials, perPage, startingAfter, endingBefore","","counts, gateway, id, items, lastConnectedAt, lastReportedAt, mac, meta, name, network, remaining, rssi, sensor, serial, total","sensor, monitor, gateways, connections, latest","sensor.getOrganizationSensorGatewaysConnectionsLatest",""
"GA","getOrganizationSensorReadingsHistory","Return all reported readings from sensors in a given timespan, sorted by timestamp","https://developer.cisco.com/meraki/api-v1/get-organization-sensor-readings-history/","get","/organizations/{organizationId}/sensor/readings/history","organizationId, perPage, startingAfter, endingBefore, t0, t1, timespan, networkIds, serials, metrics","","ambient, apparentPower, battery, button, celsius, co2, concentration, current, door, downstreamPower, draw, enabled, fahrenheit, frequency, humidity, id, indoorAirQuality, level, locked, metric, name, network, noise, open, percentage, pm25, powerFactor, present, pressType, rawTemperature, realPower, relativePercentage, remoteLockoutSwitch, score, serial, temperature, ts, tvoc, voltage, water","sensor, monitor, readings, history","sensor.getOrganizationSensorReadingsHistory","sensor:telemetry:read"
"beta","getOrganizationSensorReadingsHistoryByInterval","Return all reported readings from sensors in a given timespan, summarized as a series of intervals, sorted by interval start time in descending order","https://developer.cisco.com/meraki/api-v1/get-organization-sensor-readings-history-by-interval/","get","/organizations/{organizationId}/sensor/readings/history/byInterval","organizationId, perPage, startingAfter, endingBefore, t0, t1, timespan, interval, networkIds, serials, metrics, models","","ambient, apparentPower, average, battery, button, celsius, co2, concentration, counts, current, door, draw, endTs, energy, fahrenheit, frequency, humidity, id, indoorAirQuality, level, long, maximum, metric, minimum, model, name, network, noise, open, percentage, pm25, powerFactor, present, pressType, realPower, relativePercentage, score, serial, short, startTs, temperature, tvoc, usage, voltage, water","sensor, monitor, readings, history, byInterval","sensor.getOrganizationSensorReadingsHistoryByInterval","sensor:telemetry:read"
"GA","getOrganizationSensorReadingsLatest","Return the latest available reading for each metric from each sensor, sorted by sensor serial","https://developer.cisco.com/meraki/api-v1/get-organization-sensor-readings-latest/","get","/organizations/{organizationId}/sensor/readings/latest","organizationId, perPage, startingAfter, endingBefore, networkIds, serials, metrics","","ambient, apparentPower, battery, button, celsius, co2, concentration, current, door, downstreamPower, draw, enabled, fahrenheit, frequency, humidity, id, indoorAirQuality, level, locked, metric, name, network, noise, open, percentage, pm25, powerFactor, present, pressType, rawTemperature, readings, realPower, relativePercentage, remoteLockoutSwitch, score, serial, temperature, ts, tvoc, voltage, water","sensor, monitor, readings, latest","sensor.getOrganizationSensorReadingsLatest","sensor:telemetry:read"
"GA","getOrganizationSmAdminsRoles","List the Limited Access Roles for an organization","https://developer.cisco.com/meraki/api-v1/get-organization-sm-admins-roles/","get","/organizations/{organizationId}/sm/admins/roles","organizationId, perPage, startingAfter, endingBefore","","counts, items, meta, name, remaining, roleId, scope, tags, total","sm, configure, admins, roles","sm.getOrganizationSmAdminsRoles",""
"GA","createOrganizationSmAdminsRole","Create a Limited Access Role","https://developer.cisco.com/meraki/api-v1/create-organization-sm-admins-role/","post","/organizations/{organizationId}/sm/admins/roles","organizationId","name, scope, tags","name, roleId, scope, tags","sm, configure, admins, roles","sm.createOrganizationSmAdminsRole",""
"GA","getOrganizationSmAdminsRole","Return a Limited Access Role","https://developer.cisco.com/meraki/api-v1/get-organization-sm-admins-role/","get","/organizations/{organizationId}/sm/admins/roles/{roleId}","organizationId, roleId","","name, roleId, scope, tags","sm, configure, admins, roles","sm.getOrganizationSmAdminsRole",""
"GA","updateOrganizationSmAdminsRole","Update a Limited Access Role","https://developer.cisco.com/meraki/api-v1/update-organization-sm-admins-role/","put","/organizations/{organizationId}/sm/admins/roles/{roleId}","organizationId, roleId","name, scope, tags","name, roleId, scope, tags","sm, configure, admins, roles","sm.updateOrganizationSmAdminsRole",""
"GA","deleteOrganizationSmAdminsRole","Delete a Limited Access Role","https://developer.cisco.com/meraki/api-v1/delete-organization-sm-admins-role/","delete","/organizations/{organizationId}/sm/admins/roles/{roleId}","organizationId, roleId","","","sm, configure, admins, roles","sm.deleteOrganizationSmAdminsRole",""
"GA","getOrganizationSmApnsCert","Get the organization's APNS certificate","https://developer.cisco.com/meraki/api-v1/get-organization-sm-apns-cert/","get","/organizations/{organizationId}/sm/apnsCert","organizationId","","certificate","sm, configure, apnsCert","sm.getOrganizationSmApnsCert","sm:config:read"
"beta","createOrganizationSmAppleCloudEnrollmentSyncJob","Enqueue a sync job for an ADE account","https://developer.cisco.com/meraki/api-v1/create-organization-sm-apple-cloud-enrollment-sync-job/","post","/organizations/{organizationId}/sm/apple/cloudEnrollment/syncJobs","organizationId","adeAccountId, fullSync","adeAccountId, status, syncJobId","sm, configure, apple, cloudEnrollment, syncJobs","sm.createOrganizationSmAppleCloudEnrollmentSyncJob",""
